,text,tag,senti_polarity
1374, 大部分时候，一段关系出现积怨并不主要因为一方说错或做错，而是认错的方式有问题。需要服软的时候偏偏强硬，快缓与的时候突然旧事重提。哄了一会哄不好就变成了冷战或撕逼。其实弥补与追求差不多是一个道理，目标未达成就再努努力。用心总会有反应，敷衍谁都能看出来。,励志,positive
1375, 【产后1周的主要目标是清恶露】因此产妇绝对不能大补特补。饮食重点应放在促进新陈代谢，排出体内过多水分上。麻油猪肝、红糖、猪肝与红枣银耳汤，能够帮助子宫排出恶露；可以喝一点蛋汤、鱼汤等较为清淡的汤；还可以吃些清淡的荤食，配上时鲜蔬菜一起炒，口味清爽营养均衡。,励志,positive
1376, 【摧毁孩子自信心的三种教育方式】1.过高的学习目标，使得孩子每次尝试都失败，很少能体验到“赢”的感觉。2.过早的知识传授，孩子虽然能鹦鹉学舌，但降低了对学习的兴趣。3.过多的负面暗示，一些父母的口头禅就是说孩子“真笨”，久而久之会产生严重的自卑感。,励志,positive
1377, 中国教育的目标是望子成龙；标准是成王败寇；方法是死记硬背；手段是不断施压，还美其名曰压力即动力。至于孩子们是否真实，是否善良，是否健康，是否快乐，没人去想。最需要以人为本的领域，却最不拿人当人，这真是一个奇迹！,励志,positive
1378, 虽然人的生命是有限的，但还是有许多人在不懈努力着，向着一个既定的目标迈进，只为了给这个世界留下什么，因为他们相信：奋斗，能创造一切。,励志,positive
1379, 【灵感思维】灵感思维是知识、信息等要素，经过大脑潜能意识思维激活后，瞬间产生出目标所需的答案信息，并由潜意识向显意识闪电式飞跃的高能创新思维。,励志,positive
1380, 在我们的生活中最让人感动的日子总是那些一心一意为了一个目标而努力奋斗的日子，哪怕是为了一个卑微的目标而奋斗也是值得我们骄傲的，因为无数卑微的目标积累起来可能就是一个伟大的成就。金字塔也是由每一块石头累积而成的，每一块石头都是很简单的，而金字塔却是宏伟而永恒的。 （一品句子网）,励志,positive
1381, 【治愈系基地】不要根据别人认为重要的东西来制定自己的追求目标，而应当努力去争取自己觉得最好的东西。,励志,positive
1382, 在人的身上，进取心使我们向目标不断努力。它不允许我们懈怠，它让我们永不满足，每当我们达到一个高度，它就召唤我们向更高的境界努力。,励志,positive
1383, 【婚姻真相】1.有些人在婚姻上的失败，并不是找错了对象，而是从一开始就没弄明白；在选择爱情的同时，也就选择了一种生活方式。2.男女之间最好的关系是相互关爱，而不是相互需要。3.目标与现实之间，常常有一定的距离。我们必须学会随时去调整，无论如何，人不应该为不切实际的誓言与愿望而活着。,励志,positive
1384, 努力活着，做一个脸看上去比实际年龄年轻五六岁，心里年龄比实际年龄成熟五六岁的人。不用一脸世故与一身盛气来掩饰自己内心的虚弱与苍白，做想做的事，过简单的生活。面对谁都能平静相对毫无违与感。接下来人生的目标决定你生活的境界。,励志,positive
1385, 有时候，我们为一件事努力争取，可真正得到后却发现自己的目标已经改变。,励志,positive
1386, 为自己而生活就是要为了自己的快乐兴趣和人生目标而努力，不要活在别人的价值观里。,励志,positive
1387, 【智言慧语】改变自我需要一个正确的价值观，使你不会偏离轨道，为追求的目标指定方向。需要用勇气来面对世间的不公与挫折，以良好的心境把握内心的节奏，使之不会沉沦与亢奋。,励志,positive
1388, 我感觉到所有的舞蹈演员都在共同追求一样东西，那就是舞台上追光。那道追光就是舞蹈演员的目标，你达到了目标，找到了属于你自己的追光，但是还要不断的去努力，在追光下把自己表现的更好更突出，那道光才会永远的跟着你，让你变的更加有自信，才会让自己更辉煌。,励志,positive
1389, 达到重要目标有两个途径就是努力与毅力。努力只有少数人所有，但坚韧不拔的毅力则多数人均可实行。,励志,positive
1390, 人生的奋斗目标决定你将来成为一个什么样的人，所以姑娘努力吧。,励志,positive
1391, 【学习五条】1.孩子每天上学前，告诉他放学回家后要将一天所学的内容讲出来；2.在孩子喜欢看的电视一开始前的半小时定为孩子的学习时间；3.给孩子制定的学习目标放在量而不是时间上；4.当孩子的注意力不在学习上时，最好不要强迫孩子学习；5.一开始学习前，让孩子整理一下书桌。,励志,positive
1392, 你必须在一些，至少一件事情上，让人知道你很棒。达成这目标的方式有多种，比如，你比别人做得好；别人也做得同样好时，你比别人快；别人也同样快时，你比别人成本低；别人成本也一样低时，你比别人附加值高。,励志,positive
1393, 原来喜洋洋与灰太狼都在为自己的目标不断努力啊。,励志,positive
1394, 【有雀斑，巧妙遮。】一味的想要把雀斑用粉底与遮瑕遮住，妆感反而会显得很重。以中与肤色与斑点的色差为目标，用珠光饰底乳与大量膏状腮红打底，再拍上粉底液，就能中与色差，会比用大量雾面遮瑕来得自然。,励志,positive
1395, 阳光心态是怀一颗感恩的心，知足常乐。这并非不去追求更高的目标，但人的能力与机遇不同，不可能都心想事成。况且不如意事十之八九，凡事积极的努力，乐观的接受。,励志,positive
1396, 教育的终极目标是让孩子会自我教育。现在一些家长把随时随地随年月的请家教、辅导孩子竟当成了教育的手段和规划，这种被动的学习，孩子能走多远？家长，你累不累？！中国的教育，不仅仅是孩子的教育，还是家长的教育！,励志,positive
1397, 【智言慧语】我们到哪里都应该有一个目标、起点，要朝目标往前走到底；不要停在半路，停在半路比走到目标还辛苦。就好像爬山的人，要不就留在山下，要不就一鼓作气到山顶上。否则停在半山腰中，石头若滚下来，岂不是很危险？,励志,positive
1398, 很多简历，内容庞杂，形式混乱，贪多求全，恨不得把所有的事情都写上，结果，大杂烩，反倒让人搞不清楚究竟应聘者究竟想表达什么。不同的经历，展示不同的能力，同一经历，不同的描述，也能展示不同经历。写的混乱，只会让人觉得应聘者思维混乱、主次不分、目标不明。,励志,positive
1399, 【一件事情做不成的原因】第一，事情本身没有想清楚(定战略)。如果要做，做到什么效果，何时做，谁做，什么方式做，动用什么资源做。第二，做的过程在目标不变的情况下没有动态调整。第三，没有每天尽最大的努力并且用心做。第四，做事中总的协调与各部门配合机制以及接口有问题。,励志,positive
1400, 佛法教学与世间教学的目标不同，讲经的目的是帮人开后得智，世间教学是传授知识。学讲经的人若妄念多，至诚心不够，这样即使用小聪明学了点讲经技术，也难帮人开后得智，无法获得佛法的真实之利。因此，发愿学讲经最可贵的是要用至诚心。,励志,positive
1401, 实用贴【跟犹太人学教育，怎样让孩子拥有智慧？】1、教育孩子要独立2、重视思维、才能与思考能力3、帮助孩子确定人生目标4、让孩子爱上读书5、教孩子学外语，为孩子的将来打基础6、母亲的天职：努力做孩子的良师益友7、每个孩子都有天才的记忆系统8、鼓励能使蠢材变成天才。,励志,positive
1402, 如果觉得生活是一种刁难，一开始就输了。如果觉得刁难是一种雕刻，迟早都会赢的。小时侯，幸福是一件东西，拥有就幸福；长大后，幸福是一个目标，达到就幸福；成熟后，发现幸福原来是一种心态，领悟就幸福。,励志,positive
1403, 我们要始终牢记一点，家庭教育不是学校教育的简单延续，而应该是学校教育的一种充分的补充，补充应试教育所无从抵达的学习境界。而最终我们会惊奇地发现，其实我们的目标是远远高于应试的，我们的孩子最终的成就也会远远高于成绩本身。,励志,positive
1404, 谁都有脾气，但要学会收敛，不管你做得多么好，不管你做得多么到位，永远应该想着踏踏实实地归零，不断地归零，从头一开始。向前走，既要义无反顾，又要诚惶诚恐，把过去的一切抛在身后，只向着自己的目标。生活就是一只看不见的储蓄罐，相信你投入的每一份努力都不会白费。,励志,positive
1405, 人生圆满，是一个美好的宿愿，也是一种信仰追求。我们渴望在享受物质幸福生活的同时，也希望在精神上有追求的目标。这就与圆满这个话题联系起来了，尽最大的努力是自己成为一个有益于社会的人，哪怕是一个平凡的人，不被人说三道四就好。,励志,positive
1406, 终生就这么一次，谈一场以结婚为目标的恋爱吧。不再因为率性而不肯抬头，不再因为执拗而轻言分别。最后地深信一次，始终走，就能够到白头。惟愿这毕生，执子之手，与子偕老。你敢天长，我就敢地久。,励志,positive
1407, 高三高考高目标，苦学善学上好学。生命，需要我们去努力。年轻时，我们要努力锻炼自己的能力，掌握知识、掌握技能、掌握必要的社会经验。机会，需要我们去找找。让我们鼓起勇气，运用智慧，把握我们生命的每一分钟，创造出一个更加精彩的人生。,励志,positive
1408, 今天距离目标可能还很远。但今天的努力，是为了积攒明天接近目标的力量。,励志,positive
1409, 尽管你制定了目标想要做出改变，但也许需要几个月的时间你的生活才会发生些许改变。比如，你打算早起半个小时去锻炼，更一开始的时候起床总是会那么艰难。这是因为，你的大脑需要时间来适应这些新的变化。,励志,positive
1410, 【智言慧语】有时建立一个目标，或者目标太明显，它将成为一个心理负担与精神负担，那么沉重的脚步，我们束缚我们前进飞行的翅膀，相反，当时没有目标，或删除一个目标，学会洒脱，一个灯我们可以走得更远，飞得更高。,励志,positive
1411, 知己知彼，不狂不馁，仔细地找准了自己生命的目标，板浆摇橹向人生茫茫之海努力划去。,励志,positive
1412, 用快乐去奔跑，专心去倾听，用思维去发展，用努力去奋斗，用目标去衡量，用爱去生活。,励志,positive
1413, 人的一生，岂能尽如人意，但求无愧我心。对未来，要抱最大希望；对目标，要尽最大努力；而对结果，要做最坏打算；对成败，要持最好心态。不急不躁，不骄不馁，祝你把握好每分每秒，让幸福拥抱，要一直快乐！,励志,positive
1414, 淅沥的小雨荡涤着喧嚣的小城，荡涤着小城尽头这片优静的小公园，也荡涤着我的心。我撑了把艳橙的伞，在没有阳光的日子用它的暖橘色慰藉自已。就这样漫无目标的走在这偏僻的小公园里，似乎只有这不停的游荡，才能冲淡那无着落的茫然。,励志,positive
1415, 【治愈系基地】“勤能补拙，俭以养廉。”勤能补拙，人一能之，己百之。俭以养康，咬得菜根，成得大事。可从身体方面说勤，也可从精神方面说勤。可就人的用度说俭，也可从心态方面谈俭。故日“淡泊以明志，宁静以致远”，谈的是物质与精神，现实和目标。,励志,positive
1416, 自信其实也就是拥有积极的人生观，充分相信自己，朝着自己的目标不断努力。,励志,positive
1417, 【打靶原理】打靶的时候，你不能无限期地瞄准，而是应当先开一枪，即使那一枪离靶心有点远，但这可以提供给我们修正目标的依据，根据以往的经验不断修正，才能最终打到靶心。打靶原理最关键的是迅速行动，在行动中不断修正。,励志,positive
1418, 生活只是由一系列下决心的努力所构成。目标决定你将成为为什么样的人。,励志,positive
1419, 【亲子之间的7个小秘诀】1.多表扬孩子，增加他的自信心；2.关心孩子的学习内容与进步程度；3.经常制定几个易达到的小目标；4.抓住生活中的各种机会让孩子练习；5.与孩子一起定下家庭学习规则；6.多引导孩子提出问题；7.培养孩子的提升学习力。,励志,positive
1420, 【智言慧语】认为理财就是发财是社会上对理财的一大误区。永远不要想着天上掉馅饼，天上是没有馅饼的，只有铁饼。理财不是为了发财，理财是为了做到未雨绸缪，让你的财务状况更平稳，理财与发财不是一回事，理财的目标是保持财务平稳。,励志,positive
1421, 还是一如既往的羡慕别人，这个人好高好瘦，这个人好美，这个人真努力，这个人能为自己的目标去奋斗，自己却窝在被窝里，安于现状又不甘安于现状，总觉得别人自带光环，思而不学，犹豫不决，能够很清楚的认识自己，却依旧没有力气挺直腰杆，继续糜烂。,励志,positive
1422, 【底线思维】底线思维体现了这样一种原则：当一件事情已经坏到底的时候，只会有两种可能：第一，不可能更坏了；第二，物极必反。设定最低目标，争取最大的期望值。这，就是底线思维预期。,励志,positive
1423, 【智言慧语】所以，想达到你的目标，得到你想要的东西，就要行动起来。比如，要做什么事情，说干就干。干起来再说，边干边找找机会，边干边创造条件，边干边修正，边干边完善，不要畏惧其他。只要大方向是对的，也许最初看起来没有希望的事情干到最后就有了好的结果。,励志,positive
1424, 【如何培养孩子的自信心.】第七招用高目标树立孩子的自信心，第八招用“原依赖”与孩子建立互信，第九招家长不要在孩子面前互相责备，第十招不在第三者面前责备孩子，第十一招让孩子相信幸运之神随时会降临。,励志,positive
1425, 无目标的努力，有如在黑暗中远征。,励志,positive
1426, 【新生宝宝的本领大解密：视力】新生儿可以短暂注视眼前物体，出生后为黑白视觉期，只能看清黑白两种颜色；刚出生时，能看到距眼睛20cm左右的物体，3周后能看到距离1m左右的物体；1月龄左右时，视线能随目标移动90°，能追视达中线位；可以与父母对视。,励志,positive
1427, 为人之道1、有人缘则有福，结好人缘就是最大修行。2、君子为目标，小人为目的。3、得理应饶人，理直应气与。4、欣赏别人，就是庄严自已。原谅别人就是善待自已。5、人为善，福虽未至，祸已远离；人为恶，祸虽未至，福已远。6、待人退一步，爱人宽一寸。7、改变自已是自救，影响别人是救人。,励志,positive
1428, 能让自己登高的，不是借用他人的肩膀，而是自身的学识；能让自己站立的，不是终日卑微的苟活，而是不屈的抗争；能让自己重生的，不是等待住事的结束，而是勇敢的告别；能让自己追逐的，不是心中远大的目标，而是不死的信念；能让自己瞑目的，不是一生辉煌的成就，而是终身的努力。,励志,positive
1429, 【抗皱眼霜眼尾是按摩】重点如果目标是淡化鱼尾纹，涂抹眼霜时就要用两指轻轻撑开眼尾的纹路，再点压眼霜，然后用无名指从眼角到太阳穴做单方向的按摩。,励志,positive
1430, 在爱情里，最在乎的一方，最后往往也就是输得最惨。去找个让你开心一辈子的人，那样才是爱情的目标。爱情的世界是很大，大到可以装下一百种委屈；爱情的世界也很小，小到三个人就挤到窒息；原来爱情的世界很大，塞了多少幸福还是有空隙。,励志,positive
1431, 【幼儿教育要点：不要完美主义】对于一个孩子来说，很多事都是第一次，也有很多的不懂，做得不好也情有可原。因此家长们不要一开始就给孩子定一个很高的目标，要求孩子做得十全十美。当孩子做好一件事是很了不起的事，应该多给孩子赞扬而不是批评。,励志,positive
1432, 现在的我们，有着自己生活的圈子，有着自己为之努力、奋斗的目标。,励志,positive
1433, 积极是一种心态，消极是一种心病。无论任何时候，我们都抱有一颗积极的心态，并朝着自己人生的目标去努力，而不是抱着消极的心态，终日怨天尤人。,励志,positive
1434, 蜗牛不相信自己的缓慢，一步一个脚印的向自己的目标爬行，终于到达了自己的目的地，水滴不相信自己的脆弱，日复一日，年复一年，一步一个脚印的撞击石块，终于造就了水滴石穿的奇迹，蚕蛹不相信坚硬的外壳，一步一个脚印，每天努力一点，终于获得了破茧重生的光明。,励志,positive
1435, 如果你还年青，如果你想过好日子，那么，找到你的下一个五年目标，然后默默每天为之十二分努力，五年后，你的人生会有一个你自已想象不到的一个高度。那个你定下的目标就是一只天天在看着你的眼睛，你要天天意识到它的存在。,励志,positive
1436, 【各大类型肌肤保湿补水目标】干性肌肤保湿目标：给力补水强劲保湿，需要大量补水外，还要后续的强劲保湿，同时为肌肤补充适当的油脂。混合偏油肌保湿目标：滋润与清爽并重，应选择不含油脂，质地较为轻薄的产品加强补充肌肤水分，以免造成肌肤负担。,励志,positive
1437, 【父母11种“恶劣”行为让BB自信全无】父母为BB设立不适当的目标、没操练却希望卓越表现、没准备就匆忙上阵、失败的阴影，或形成的负面心锚、破坏性批评、拿别的BB比较、消极情绪、身体不健康、过分保护BB、自我价值严重缺乏、强迫BB做事[吃惊]大家记住了吗？,励志,positive
1438, 【幼儿期教育目标】1重点不在教会知识，而是让宝拥有学习和思考的能力；2重点不在犯错和失败，而是让宝拥有跌倒后爬起来的力量；3重点不在不如别人优秀，而是培养宝不断超越自身的意识；4重点不在关注调皮，而在关注宝拥有了什么样的品质；5重点不是培养听话，而是培养宝讲道理。,励志,positive
1439, 如果你确实明白自己努力的目标，真愿意奋力去做，知道什么方法有效，能适时调整做法并好好掌握机会，那就没有做不好的事。,励志,positive
1440, 我的目标会放得比较高一点，这样才会让我有动力不停地往前走，当然要像麦当娜是很难的，机会很小，但我不会认为完全没机会，我会很努力很努力。,励志,positive
1441, 新的一年开始了，去年没有高考上的同窗，愿望在这新的一年努力奋斗，为了自己的目标，为了美妙的明天争夺有新的成就。,励志,positive
1442, 世界上最辉煌的景象是，一个年轻的生命为了一个伟大的目标与崇高的信念而努力奋斗。,励志,positive
1443, 人最大的魅力，是有一颗阳光的心态。对未来，要抱最大希望；对目标，要尽最大努力；而对结果，要做最坏打算；对成败，要持最好心态。,励志,positive
1444, 太阳落尽了，宏壮的晚霞消失之后，天空便成了铅灰色。而且一时比一时深黯。落日前布满天空一咕噜一咕噜的白云，渐渐地被深黯的铅灰色溶蚀。不一会儿，天空的中间，完全成了一个颜色。似乎给什么演出团体空出了场子似的。而西边的云，依旧气势不解。那奇形怪状的云，看着很的恐怖，一种难以形容的凶猛。奔跑扑向目标的气势，其形又忽然凝固了一般。被定格的造型，大约五六分钟之后，那凶猛的气势，便散的无影无踪了。只留下长条片状几丝灰白色而发蔫的云，像被人为地挂在那里一样。,励志,positive
1445, 你是个天性好动的男孩。想到你，浮现在老师眼前的是你积极劳动、礼貌待人的身影。这学期，你思想已有明显进步。但是有时难免仍做些让老师生气的事。在新的学期里，老师真诚地希望你认准目标，加倍努力，争做一名人见人夸的好学生。,励志,positive
1446, 每一个人心中都应该有支点燃的蜡烛，通过我们的努力，这火焰才会变大、变亮。这心中的蜡烛就是我们为之不懈奋斗的目标。,励志,positive
1447, 订下目标勇往直前，心无旁鹜，让生活单纯、心思简单化，集中所有的能量于目标，全力以赴，非常时期要非常努力。,励志,positive
1448, 年轻人总是有很多妄想，那些妄想想来想去，转了几百个圈，最后还是转到最初的想法上。实在一些，找到正确的目标，就不要轻易改变，好好地做下去。不要犹豫，每重复一次，就是对时间的一次浪费。浪费时间就是浪费生命。,励志,positive
1449, 有目标的人，在奔跑；没目标的人，在流浪，因为不知要去哪里。命运不是放弃，而是努力。命运不是运气，而是选择。命运不是等待，而是把握。决定今天的不是今天，而是昨天对人生的态度；决定明天的不是明天，而是今天对事业的作为。我们的今天由过去决定，我们的明天由今天决定。,励志,positive
1450, 看到身边的人还再接再厉，唯有自己站在一旁，对无法攻克的目标说，没事，我可以重头再来。更多的时候，我们自以为很努力地生活，最后却只感动了你一个人。,励志,positive
1451, 为此就要选择一个奋斗的目标来努力学习和实践。,励志,positive
1452, 高远的目标不会让我望而且畏，虽然在达到目标以前可能屡受挫折。摔倒了，再爬起来，我不灰心，因为每个人在抵达目标前都会受到挫折。只有小爬虫不必担心摔倒。我不是小爬虫，不是洋葱，不是绵羊。我是一个人。让别人作他们的粘土造洞穴吧，我只要造一座城堡。,励志,positive
1453, 【学生梦】树立远大的目标，现在看起来似乎是遥不可及，但是不要怀疑，每天持续地努力，累积下来，一定可以达到。,励志,positive
1454, 【父母应教给孩子27种必备生活技能】1批判性思维2阅读3积极4动力5效率6激情7合作8同情9爱心10倾听11交谈12汽车13家务14清洁15组织16储蓄17预算18支付19投资20节俭21债务22退休23慈善24着眼现在25享受生活26找找目标27发展亲密关系。,励志,positive
1455, 【长寿饮食的11原则】健康长寿一直是人们追求的目标，决定长寿的要素很多，饮食习惯是其中一个关键因素。长寿饮食11原则：⒈数量少一点⒉质量好一点⒊蔬菜多一点⒋品种杂一点⒌菜要淡一点⒍饭菜香一点⒎食物热一点⒏饭要稀一点⒐吃得慢一点⒑早餐好一点⒒晚餐早一点。,励志,positive
1456, 一个人努力的目标越高，他的才能发展得越快，对社会的奉献也就越多。,励志,positive
1457, 【10条超实用育儿箴言】1.经常表扬孩子；2.时刻关心孩子的进步；3.时常给孩子制定几个小目标；4.刺激孩子的学习欲望；5.帮助孩子树立责任心；6.在孩子面前做表率；7.孩子面前莫贬低老师；8.定下家规，严格执行；9.引导孩子多问为什么；10.重视孩子学习，尽量避免缺课。,励志,positive
1458, 【教育】教育把受教育者纳入学校教育的生产过程，用统一的教育技术、统一的课程、统一的教育工艺流程，把人制造成标准化的教育商品，并且输送给大工业与经济运行模式。一切都按事先计划好的统一程序、目标与过程控制，这就是教育工业的典型特征。,励志,positive
1459, 【好孩子是怎样育成的】孩子生长于鼓励中，便学会了自信。孩子生长于包容中，便学会了忍耐。孩子生长于赞美中，便学会了欣赏。孩子生长于接纳中，便学会了爱人。孩子生长于肯定中，便学会了自重。孩子生长于认同中，有确定目标。孩子生长于分享中，便学会了慷慨。孩子生长于安全中，便充满了信心。,励志,positive
1460, 缘分并不像某个特定的目标，即使努力了，也未必拥有。,励志,positive
1461, 人际关系在这个时代，多以利益趋向与目标推动，而不是以彼此本身的质地或天性作为带来乐趣的源泉所在。这是一旦想起便觉其乏味无比之处。我们能够得到几个相见有清欢并时时不期而至的伴侣呢。,励志,positive
1462, 一个足够好色的女人，才会真正意义上的修炼自己。因为她越好色就越知道自己离目标的距离，越清楚自己的不足，她的一切努力都更有针对性。先做对，再做好，努力就有收获。,励志,positive
1463, 无论在什么情况下，无论你做出怎样的选择，你想在那条路上走得顺畅、走得更好更远，必须要朝着既定的目标执着追求、付出艰辛与努力的。,励志,positive
1464, 【求职指南】对于求职者而言，我喜欢把回答薪资问题比喻成玩扑克牌.它目标就是让招聘方先去亮出底牌，其原因就是在于.一旦你暴露了你的具体的薪资数目，你就会陷入要价太高（或者太低）的境地。,励志,positive
1465, 【治愈系基地】低头才能避免碰头。这里的低头是指时自我的清醒认识，是对别人、对目标的看重，而不是折节的屈辱。善意的低头，其实是一种难得的境界，它不是自卑，也不是怯弱，它是清醒中的一种嬗变经营，是高尚道德的自然开放。,励志,positive
1466, 青年人首先要树雄心，立大志；其次要度衡量力，决心为国家、人民作一个有用的人才；为此就要选择一个奋斗的目标来努力学习与实践。,励志,positive
1467, 有些风景，如果你不站在高处，你永远体会不到它的魅力；有些路，如果你不去启程，你永远不知道它是多么的美丽。用快乐去奔跑，用心去倾听，用思维去发展，用努力去奋斗，用目标去衡量，用挚爱去生活。,励志,positive
1468, 那些为成就事业不断奋斗的人们，当他们孤注一掷向着心中所设定的目标去努力的时候，必会忽略了这一路走来两旁美丽的风景。,励志,positive
1469, 一个人不能骑两匹马，骑上这匹，就要丢掉那匹，聪明人会把凡是分散精力的要求置之度外。人的生命与精力是有限的，我们要学会将聚光镜一样，排除一切琐事的干扰，将所有的资料、精力、热情聚焦并锁定你的目标上。,励志,positive
1470, 我们每个人的心中或多或少对生活都有自己的追求与向往。或执着，或轻放。当我们预定下一个目标，便一开始为之努力，或艰辛，或苦涩，甚或悲壮，总要到了目的地方欣欣然。 www.yipinjuzi.com,励志,positive
1471, 因为有了考试考好这个目标，我们才会在考前紧张起来，努力复习，查缺补漏；因为有了考好大学的目标，现在才会脚踏实地，用功学习；因为有了明天活的更好的目标，今天才会更努力。,励志,positive
1472, 【智言慧语】有时确立一个目标，或目标过于明晰，反而会成为一种心理负担与精神累赘，从而沉重了我们前进的脚步，束缚了我们翱翔的羽翼，相反，这时候没有了目标，或将目标删除，学会洒脱，一身轻松的我们反而会走得更远，飞得更高。,励志,positive
1473, 【智言慧语】我甚是惊羡那时的我们，无论目标多么触手可得，无论追求多么遥远，总能随时驻足，停留下来欣赏欣赏风景，感受一下甜蜜……随时叫停的日子是多么的虚无缥缈，连叫停都不敢，何不是懦弱。,励志,positive
1474, 给自己定一个目标，完不成目标就再也见不到你。我想这样我肯定会努力。,励志,positive
1475, 人的一生一定有个方向，这样才有努力的目标，浑浑噩噩的不好过。,励志,positive
1476, 侄子在给美术学院大学生作申诉时，深情地说道，没有什么杠杆，不妨让我们撬动地球，但我们不妨撬动自身的小宇宙。一把小小的刻刀，就是我的杠杆，我撬动着自身的小宇宙。我们每小我都有一把这样不同的刻刀，认准了一个方向，不停地刻上去，总有一天，会撬动着自身的小宇宙。小宇宙动起来，也是一种最夺目标酷。,励志,positive
1477, 不把自卑这家伙远远地扔掉，你就无法满怀信心地发挥自己的优势与特长；好的想法，尽管得到大家的赞赏，如果不付诸行动，无外乎痴人说梦，只有下定决心，立即行动，才能成就你的价值。在通往目标的道路上，你一直在努力，但每每看到那高高在上的目标，总觉得仍旧相差太远。,励志,positive
1478, 生活就是这样，脚长在自己身上，就往前走，直到把向往的风景，变成走过的地方。在通往目标的道路上，你一直在努力，但每每看到那高高在上的目标，总觉得仍旧相差太远。每有一次这样的感觉，你的勇气与力量也就是会消耗一次。其实，你缺少的就是一种目标分解的艺术。,励志,positive
1479, 每个人都在奋斗着，为自己的目标努力地奋斗着，于是乎，就有了暗恋，也渐渐地，有了小三。,励志,positive
1480, 【智言慧语】用时间与心看人，而不是用眼睛。每次想找个人陪的时候，就发现有的人不能找，有的人不该找，还有的人找不到。幸福往往不是满足了你多少小欲望，而是，你有了新的目标而且你看到了希望。,励志,positive
1481, 青春，是扑面而来的春风。她带来的是大地万物复苏，只要轻轻拂过，就会留下彩虹般的七色光的美景。青春的风是透明的，儿时的纵情淘气，调皮早已过去，风儿正朝着一个目标掠过，她在追求着完美。,励志,positive
1482, 【专注于娱乐，而不是距离】专注于探索欢乐的氛围，避免把目标与精力集中在一个特定的距离或时间。如果户外的徒步旅行越来越充满乐趣，距离与时间会自然增加，因为孩子的能力与兴趣也会得到发展。如果旅途并不是那么有趣，那么缩短距离与时间也是明智的选择。,励志,positive
1483, 自尊是人格健全者的标志之一。自尊心是性格中一种高尚的品质，自尊的人关心自我形象，积极向上，有追求目标。自尊促使人积极向上。但自尊过了头往往是自卑的表现。自卑的人通常有两种表现，或是自轻自贱，妄自菲薄，或是狂妄自大，容不得别人的半点意见，实际上这是缺乏自信的表现。,励志,positive
1484, 高三，三百多个日日夜夜的奋战，除了有茅塞顿开的兴奋与竿头日上的欣喜，更多的是凭栏远眺的不安与半夜挑灯的静谧。一向觉得能在一段时间内专注地做一件事情，执着于一个目标，是一件值得骄傲的事情，也是一个人走向成熟不可或缺的经历。遇难心不慌，遇易心更细。让我们一齐呐喊：这天加油。,励志,positive
1485, 缺乏专注的努力：万事通的人不能精通某一个事物。将你的努力集中在一个主要的目标上吧。,励志,positive
1486, 父母的教养方式：1、专制型家长：强调僵化的规则，要求严格服从权威；孩子特点：性情古板、退缩、忧虑和缺乏好奇心。2、放纵型家长：很少要求孩子，给孩子太多自由；孩子特点：变得依赖性强，不成熟，会出现问题行为。孩子没目标，有时会胡作非为。,励志,positive
1487, 先想清楚自己要做什么，然后朝着目标努力前进。,励志,positive
1488, 育儿有自成一体的方程式。第一步，家长必须了解现况，即关乎孩子、家庭以及两者的环境、氛围现况；第二步，家长必须清楚目标，也就是要认识到教育孩子的目标。当确定下来后，有了起点，又有了目标，再找到合适的方法就足够了。,励志,positive
1489, 一个人自觉生活在幸福之中，心理必然平衡与满足，心情愉悦，无忧无虑，生活充实，少生疾病，延缓生命的衰老进程。即使患病或遇不顺心的事，也会顺利跨越坎坷，使生命保持蓬勃向上的健康状态，并在此基础上达到寿到天年的目标。,励志,positive
1490," 【家庭教育的顽疾】1.有人无组织,人多嘴杂;2.有目的无目标,比如:为了孩子能多吃饭就跟着喂,能塞多少塞多少,原本是为了培养良好的饮食习惯而吃饭恶化成为了吃饭而吃饭;3.有沟无通,各管各说,只说不问,问也是责问,不是发问;4.有心无凝聚力,常扯皮,耗心耗力,直到人心涣散,貌合神离;",励志,positive
1491, 【一句话的故事】公交车上，小韩对着手机气急败坏地喊道，“怎么投资才几个亿？”闻听此言，旁边的人都侧目瞧着他的穿着，疑疑惑惑。他察觉到众人异样的眼光，赶紧捂着手机小声说，“今年的目标是十个亿。”挂掉手机，他尴尬地对众人解释道，“我是统计局的，这是上报数字。”,励志,positive
1492, 将他人的成就作为自己的一个目标，一个让自己努力去超越的目标，然后向着一个目标奋力前进。,励志,positive
1493, 我们无法预知未来，但正因为未来充满了各种变数，生活才变得有意义，只要我们真诚的天性不曾改变，我们努力的目标不曾改变，我们充满希望的期待不曾改变。,励志,positive
1494, 要给自已树一面旗帜，这面旗帜就是自已奋斗的目标。有了目标才能为自已的努力指明方向。,励志,positive
1495, 人生是个圆，有的人走了一辈子也没有走出命运画出的圆圈，他就是不知道，圆上的每一个点都有一条腾飞的切线。希望自己能认真努力的把握机会，就算没有机会，我也要创造机会，达到自己的奋斗目标。,励志,positive
1496, 爱与不爱最显著的区别之一，在于当事人的意识思维和潜意识思维的目标是否一致。如果不一致，就不是真正的爱。其次，爱是长期的和渐进的过程。爱是自我完善，意味着心智不断成熟。,励志,positive
